channel,venue,year,facets,title,authors,acq_url,doi,key
open,DEON,2004,fm-in-law|bounded-deontics,Specifying Multiagent Organizations,Leendert W. N. van der Torre; Joris Hulstijn; Mehdi Dastani; Jan M. Broersen,https://dspace.library.uu.nl/handle/1874/19965,10.1007/978-3-540-25927-5_16,conf/deon/TorreHDB04
open,DEON,2014,bounded-deontics,Chisholm&apos;s Paradox and Conditional Oughts,Catharine Saint Croix; Richmond H. Thomason,https://philpapers.org/archive/SAICPA-2.pdf,10.1007/978-3-319-08615-6_15,conf/deon/CroixT14
open,DEON,2012,bounded-deontics|intro,"A Computationally Grounded Dynamic Logic of Agency, with an Application to Legal Actions",Andreas Herzig; Tiago de Lima; Emiliano Lorini; Nicolas Troquard,http://www.irit.fr/~Andreas.Herzig/P/Deon12.pdf,10.1007/978-3-642-31570-1_12,conf/deon/HerzigLLT12
open,ICAIL,2005,bounded-deontics,Temporalised Normative Positions in Defeasible Logic,Guido Governatori; Antonino Rotolo; Giovanni Sartor,http://espace.library.uq.edu.au/view/UQ:9579/ic05.pdf,10.1145/1165485.1165490,conf/icail/GovernatoriRS05
open,ICAIL,2015,bounded-deontics|fm-in-law,Thou shalt is not you will,Guido Governatori,https://arxiv.org/pdf/1404.1685,10.1145/2746090.2746105,conf/icail/Governatori15
open,ICAIL,2007,bounded-deontics,Variants of temporal defeasible logics for modelling norm modifications,Guido Governatori; Antonino Rotolo; Régis Riveret; Monica Palmirani; Giovanni Sartor,http://espace.library.uq.edu.au/view/UQ:13611/icail.pdf,10.1145/1276318.1276347,conf/icail/GovernatoriRRPS07
open,ICAIL,2021,intro|determinacy-frontier,"Converting copyright legislation into machine-executable code: interpretation, coding validation and legal alignment",Alice Witt; Anna Huggins; Guido Governatori; Joshua Buckley,https://figshare.com/articles/conference_contribution/Converting_copyright_legislation_into_machine-executable_code_interpretation_coding_validation_and_legal_alignment/27593496,10.1145/3462757.3466083,conf/icail/WittHGB21
open,ICAIL,2001,intro,A formal approach to legal negotiation,Guido Governatori; Marlon Dumas; Arthur H. M. ter Hofstede; Phillipa Oaks,http://espace.library.uq.edu.au/view/UQ:9619/governatori.pdf,10.1145/383535.383555,conf/icail/GovernatoriDHO01
open,ICAIL,2023,bounded-deontics|determinacy-frontier,Deontic Ambiguities in Legal Reasoning,Guido Governatori; Antonino Rotolo,https://hdl.handle.net/11585/961928,10.1145/3594536.3595175,conf/icail/GovernatoriR23
open,ICAIL,2013,determinacy-frontier,Modeling teleological interpretation,Tomasz Zurek; Michal Araszkiewicz,http://ruj.uj.edu.pl/xmlui/handle/item/12551,10.1145/2514601.2514619,conf/icail/ZurekA13
open,ICAIL,1993,determinacy-frontier,A Simple Computational Model for Nonmonotonic and Adversarial Legal Reasoning,Giovanni Sartor,https://dl.acm.org/doi/pdf/10.1145/158976.159001,10.1145/158976.159001,conf/icail/Sartor93
open,ICAIL,1987,intro,Logic Programming for Large Scale Applications in Law: A Formalisation of Supplementary Benefit Legislation,Trevor J. M. Bench-Capon; G. O. Robinson; Tom Routen; Marek J. Sergot,https://dl.acm.org/doi/pdf/10.1145/41735.41757,10.1145/41735.41757,conf/icail/Bench-CaponRRS87
open,ICAIL,2013,bounded-deontics,Legal contractions: a logical analysis,Guido Governatori; Antonino Rotolo; Francesco Olivieri; Simone Scannapieco,http://hdl.handle.net/10072/58750,10.1145/2514601.2514609,conf/icail/GovernatoriROS13
open,ICAIL,2017,bounded-deontics,The pragmatic oddity in norm-based deontic logics,Xavier Parent; Leendert W. N. van der Torre,https://zenodo.org/record/3502305,10.1145/3086512.3086529,conf/icail/ParentT17
open,ICAIL,2025,bounded-deontics,Judicial Permission,Guido Governatori; Antonino Rotolo,https://doi.org/10.1145/3769126.3769250,10.1145/3769126.3769250,conf/icail/GovernatoriR25
open,ICAIL,2025,bounded-deontics,Rule-based Deontic Case-based Reasoning,Antonino Rotolo; Cecilia Di Florio; Guido Governatori,https://dl.acm.org/doi/10.1145/3769126.3769242,10.1145/3769126.3769242,conf/icail/RotoloFG25
open,ICAIL,2017,determinacy-frontier,Combining fuzzy logic and formal argumentation for legal interpretation,Célia da Costa Pereira; Andrea G. B. Tettamanzi; Beishui Liao; Alessandra Malerba; Antonino Rotolo; Leendert W. N. van der Torre,https://inria.hal.science/hal-01672343v1/document,10.1145/3086512.3086532,conf/icail/PereiraTLMRT17
open,ICAIL,2021,bounded-deontics,Unravel legal references in defeasible deontic logic,Guido Governatori; Francesco Olivieri,http://hdl.handle.net/10072/407857,10.1145/3462757.3466080,conf/icail/GovernatoriO21
open,ICAIL,2013,bounded-deontics,A deontic logic semantics for licenses composition in the web of data,Antonino Rotolo; Serena Villata; Fabien Gandon,https://inria.hal.science/hal-00907879/document,10.1145/2514601.2514614,conf/icail/RotoloVG13
open,ICAIL,1989,determinacy-frontier,Issue Spotting in a System for Searching Interpretation Spaces,Thomas F. Gordon,https://dl.acm.org/doi/pdf/10.1145/74014.74035,10.1145/74014.74035,conf/icail/Gordon89
open,ICAIL,2017,bounded-deontics,Changes to temporary norms,Matteo Cristani; Francesco Olivieri; Antonino Rotolo,http://hdl.handle.net/11585/626954,10.1145/3086512.3086517,conf/icail/CristaniOR17
open,ICAIL,2019,bounded-deontics|fm-in-law,Automated reasoning in normative detachment structures with ideal conditions,Tomer Libal; Matteo Pascucci,https://arxiv.org/pdf/1810.09993,10.1145/3322640.3326707,conf/icail/LibalP19
open,ICAIL,1995,bounded-deontics,Obligations Directed from Bearers to Counterparts,Henning Herrestad; Christen Krogh,https://dl.acm.org/doi/pdf/10.1145/222092.222243,10.1145/222092.222243,conf/icail/HerrestadK95
open,ICAIL,2025,cnl|intro,"You Take the High Road, and I&apos;ll Take the Low Road: Large Language Models Logical English and the Highway Code",Thiago Raulino Dal Pont; Galileo Sartor; Adam Z. Wyner; Giovanni Sartor,https://doi.org/10.1145/3769126.3769254,10.1145/3769126.3769254,conf/icail/PontSWS25
open,ICAIL,2017,determinacy-frontier,Compliance patterns: harnessing value modeling and legal interpretation to manage regulatory conversations,Robert Muthuri; Guido Boella; Joris Hulstijn; Sara Capecchi; Llio Humphreys,http://hdl.handle.net/2318/1650088,10.1145/3086512.3086526,conf/icail/MuthuriBHCH17
open,ICAIL,2025,bounded-deontics|cnl,Legal Explanation in Defeasible Deontic Logic via LegalRuleML,Guido Governatori; Monica Palmirani,https://doi.org/10.1145/3769126.3769257,10.1145/3769126.3769257,conf/icail/GovernatoriP25
open,ICAIL,2023,intro|determinacy-frontier,Identification of Legislative Errors,Michal Araszkiewicz; Enrico Francesconi; Tomasz Zurek,https://ruj.uj.edu.pl/xmlui/handle/item/324349,10.1145/3594536.3595172,conf/icail/AraszkiewiczFZ23
open,ICAIL,1993,intro|determinacy-frontier,Legal Interpretation in Expert Systems,Daniel Poulin; Paul Bratley; Jacques Frémont; Ejan Mackaay,https://dl.acm.org/doi/pdf/10.1145/158976.158988,10.1145/158976.158988,conf/icail/PoulinBFM93
open,ICAIL,1989,intro,A Language for Legal Discourse I: Basic Features,L. Thorne McCarty,https://dl.acm.org/doi/pdf/10.1145/74014.74037,10.1145/74014.74037,conf/icail/McCarty89
open,ICAIL,2025,bounded-deontics,"&quot;Lost in EU Regulation? Don&apos;t Worry, AI Found the Obligation&quot;: Extracting and Representing Legal Obligations in the GDPR the DSA and the AI Act",Thiago Raulino Dal Pont; Federico Galli; Galileo Sartor; Giuseppe Contissa,https://doi.org/10.1145/3769126.3769260,10.1145/3769126.3769260,conf/icail/PontGSC25
open,ICAIL,2025,fm-in-law,A Causal Model Checker for Legal Cases,Ruta Liepina; Tiago de Lima; Emiliano Lorini; Giuseppe Pisano; Giovanni Sartor,https://doi.org/10.1145/3769126.3769207,10.1145/3769126.3769207,conf/icail/LiepinaLLPS25
open,ICAIL,2023,determinacy-frontier,Reasoning with hierarchies of open-textured predicates,Ilaria Canavotto; John F. Horty,https://dl.acm.org/doi/pdf/10.1145/3594536.3595148,10.1145/3594536.3595148,conf/icail/CanavottoH23
open,ICAIL,1991,intro,Legislative Knowledge Base Systems for Public Administration: Some Practical Issues,Peter Johnson; David Mead,https://dl.acm.org/doi/pdf/10.1145/112646.112660,10.1145/112646.112660,conf/icail/JohnsonM91
open,ICAIL,2009,intro|bounded-deontics,Abstract specification of legal contracts,Cristian Prisacariu; Gerardo Schneider,http://www.ifi.uio.no/~gerardo/icail09.pdf,10.1145/1568234.1568262,conf/icail/PrisacariuS09
open,ICAIL,1989,determinacy-frontier|intro,Interpreting Statutory Predicates,Edwina L. Rissland; David B. Skalak,https://dl.acm.org/doi/pdf/10.1145/74014.74021,10.1145/74014.74021,conf/icail/RisslandS89
open,ICAIL,1995,cnl|intro,A Computational Framework for Dialectical Reasoning,Pierre St-Vincent; Daniel Poulin; Paul Bratley,https://dl.acm.org/doi/pdf/10.1145/222092.222224,10.1145/222092.222224,conf/icail/St-VincentPB95
open,ICAIL,2025,cnl|intro,Towards Machine-Readable Traffic Laws: Formalizing Traffic Rules into PROLOG Using LLMs,May Myo Zin; Georg Borges; Ken Satoh; Wachara Fungwacharakorn,https://doi.org/10.1145/3769126.3769222,10.1145/3769126.3769222,conf/icail/ZinBSF25
open,ICAIL,2017,determinacy-frontier|intro,On making autonomous vehicles respect traffic law: a case study for dutch law,Henry Prakken,https://research.rug.nl/en/publications/c93c1d4a-bbc8-4e5b-af86-bfe381ac460e,10.1145/3086512.3086542,conf/icail/Prakken17
open,ICAIL,2025,determinacy-frontier,DeCoRA: Definition and Context Reasoning in Argumentation,Ngoc-Duy Mai; Xuan-Bach Le; Thi-Hai-Yen Vuong; Ha-Thanh Nguyen; Kostas Stathis; Ken Satoh,https://doi.org/10.1145/3769126.3769226,10.1145/3769126.3769226,conf/icail/MaiLVNSS25
open,ICAIL,1997,intro,Formalization of Legislative Documents Based on a Functional Model,Daniela Tiscornia; Fabrizio Turchi,https://dl.acm.org/doi/pdf/10.1145/261618.261633,10.1145/261618.261633,conf/icail/TiscorniaT97
open,ICAIL,2025,determinacy-frontier,AF-XRAY: Visual Explanation and Resolution of Ambiguity in Legal Argumentation Frameworks,Yilin Xia; Heng Zheng; Shawn Bowers; Bertram Ludäscher,https://doi.org/10.1145/3769126.3769246,10.1145/3769126.3769246,conf/icail/Xia0BL25
open,ICAIL,1987,bounded-deontics,Legal Reasoning in 3-D,Marvin Belzer,https://dl.acm.org/doi/pdf/10.1145/41735.41753,10.1145/41735.41753,conf/icail/Belzer87
open,ICAIL,2005,bounded-deontics,Modal logic investigations in the Modal logic investigations in the semantics of counts semantics of counts-as as,Davide Grossi; John-Jules Ch. Meyer; Frank Dignum,http://dspace.library.uu.nl:8080/handle/1874/19632,10.1145/1165485.1165487,conf/icail/GrossiMD05
open,ICAIL,1997,intro,Achieving Fluency in Modernized and Formalized Hohfeld: Puzzles and Games for the LEGAL RELATIONS Language,Layman E. Allen; Charles S. Saxon,https://dl.acm.org/doi/pdf/10.1145/261618.261623,10.1145/261618.261623,conf/icail/AllenS97
open,ICAIL,1997,bounded-deontics,Towards a Logical Formalization of Responsibility,Laurence Cholvy; Frédéric Cuppens; Claire Saurel,https://dl.acm.org/doi/pdf/10.1145/261618.261658,10.1145/261618.261658,conf/icail/CholvyCS97
open,ICAIL,1995,intro,The Systematization of Legal Meta-Inference,Hajime Yoshino,https://dl.acm.org/doi/pdf/10.1145/222092.222257,10.1145/222092.222257,conf/icail/Yoshino95
open,ICAIL,1987,bounded-deontics,On the Relationship Between Permission and Obligation,A. J. I. Jones,https://dl.acm.org/doi/pdf/10.1145/41735.41754,10.1145/41735.41754,conf/icail/Jones87
open,ICAIL,1995,intro,"Better Language, Better Thought, Better Communication: The A-Hohfeld Language for Legal Analysis",Layman E. Allen; Charles S. Saxon,https://dl.acm.org/doi/pdf/10.1145/222092.222245,10.1145/222092.222245,conf/icail/AllenS95
open,ICAIL,2023,intro,On Normative Arrows and Comparing Tax Automation Systems,Paulus N. Meessen,https://dl.acm.org/doi/pdf/10.1145/3594536.3595160,10.1145/3594536.3595160,conf/icail/Meessen23
open,ICAIL,1991,intro,Knowledge-Based Approaches to Government Benefits Analysis,Marc Lauritsen,https://dl.acm.org/doi/pdf/10.1145/112646.112659,10.1145/112646.112659,conf/icail/Lauritsen91
open,ICAIL,1995,bounded-deontics,Solving Normative Conflicts by Merging Roles,Laurence Cholvy; Frédéric Cuppens,https://dl.acm.org/doi/pdf/10.1145/222092.222241,10.1145/222092.222241,conf/icail/CholvyC95
open,ICAIL,1995,cnl|intro,Automated Legislative Drafting: Generating Paraphrases of Legislation,Radboud Winkels; Nienke den Haan,https://dl.acm.org/doi/pdf/10.1145/222092.222202,10.1145/222092.222202,conf/icail/WinkelsH95
open,ICAIL,1989,intro,The Treatment of Negation in Logic Programs for Representing Legislation,Robert A. Kowalski,https://dl.acm.org/doi/pdf/10.1145/74014.74016,10.1145/74014.74016,conf/icail/Kowalski89
open,ICAIL,2015,determinacy-frontier,Incorporation of complex doctrinal theories in a model of statutory interpretation: an example of adequate causal link,Michal Araszkiewicz,http://ruj.uj.edu.pl/xmlui/handle/item/13412,10.1145/2746090.2746114,conf/icail/Araszkiewicz15
open,ICAIL,1995,intro,A Constraint-Driven System for Contract Assembly,Aspassia Daskalopulu; Marek J. Sergot,https://dl.acm.org/doi/pdf/10.1145/222092.222130,10.1145/222092.222130,conf/icail/DaskalopuluS95
open,ICAIL,1995,intro|bounded-deontics,New HELIC-II: A Software Tool for Legal Eeasoning,Katsumi Nitta; Masato Shibasaki; Tsuyoshi Sakata; Takahiro Yamaji; Wang Xianchang; Hiroshi Ohsaki; Satoshi Tojo; Iwao Kokubo; T. Anu Suzuki,https://dl.acm.org/doi/pdf/10.1145/222092.222260,10.1145/222092.222260,conf/icail/NittaSSYXOTKS95
open,ICAIL,2025,fm-in-law|bounded-deontics,Logical Modalities within the European AI Act: An Analysis,Lara Lawniczak; Christoph Benzmüller,https://doi.org/10.1145/3769126.3769202,10.1145/3769126.3769202,conf/icail/LawniczakB25
open,ICAIL,2021,intro|fm-in-law,Constraint answer set programming as a tool to improve legislative drafting: a rules as code experiment,Jason Morris,https://ink.library.smu.edu.sg/ccla/7,10.1145/3462757.3466084,conf/icail/Morris21
open,ICAIL,2013,intro|fm-in-law,A model-based approach to the automatic revision of secondary legislation,Tingting Li; Tina Balke; Marina De Vos; Julian A. Padget; Ken Satoh,https://purehost.bath.ac.uk/ws/files/17548286/icail_CRC_submitted.pdf,10.1145/2514601.2514627,conf/icail/LiBVPS13
open,ICAIL,2023,intro,JusticeBot: A Methodology for Building Augmented Intelligence Tools for Laypeople to Increase Access to Justice,Hannes Westermann; Karim Benyekhlef,http://arxiv.org/pdf/2308.02032v1,10.1145/3594536.3595166,conf/icail/WestermannB23
open,ICAIL,1991,determinacy-frontier,Representing and Reasoning About Open-Textured Predicates,Kathryn E. Sanders,https://dl.acm.org/doi/pdf/10.1145/112646.112663,10.1145/112646.112663,conf/icail/Sanders91
open,ICAIL,2025,intro|determinacy-frontier,Applying a Fidelity Approach to Choices in Encoding Legislation,Nicholas Godfrey,https://doi.org/10.1145/3769126.3769131,10.1145/3769126.3769131,conf/icail/Godfrey25
open,ICAIL,1995,bounded-deontics|determinacy-frontier,Hart&apos;s Critics on Defeasible Concepts and Ascriptivism,Ronald Prescott Loui,https://dl.acm.org/doi/pdf/10.1145/222092.222099,10.1145/222092.222099,conf/icail/Loui95
open,ICAIL,2021,bounded-deontics|fm-in-law,Towards compliance checking in reified I/O logic via SHACL,Livio Robaldo,https://cronfa.swan.ac.uk/Record/cronfa56727/Download/56727__19747__f61cb7fc6dc9481f959390a34cc038c0.pdf,10.1145/3462757.3466065,conf/icail/Robaldo21
open,ICAIL,1993,intro,Beyond Knowledge Representation: Commercial Uses for Legal Knowledge Bases,Surendra Dayal; Michael Harmer; Peter Johnson; David Mead,https://dl.acm.org/doi/pdf/10.1145/158976.158997,10.1145/158976.158997,conf/icail/DayalHJM93
open,ICAIL,2015,intro,"At your service, on the definition of services from sources of law",Tom M. van Engers; Robert van Doesburg,https://pure.uva.nl/ws/files/2740128/170690_At_Your_Service_On_the_Definition_of_Services_from_Sources_of_Law_published_version_.pdf,10.1145/2746090.2746115,conf/icail/EngersD15
open,ICAIL,1989,bounded-deontics,A Sketch of Logic Without Truth,Carlos E. Alchourrón; Antonio A. Martino,https://dl.acm.org/doi/pdf/10.1145/74014.74036,10.1145/74014.74036,conf/icail/AlchourronM89
open,ICAIL,2013,fm-in-law|intro,Synthesising implicit contracts,Gordon J. Pace; Fernando Schapachnik,https://www.um.edu.mt/library/oar//handle/123456789/23054,10.1145/2514601.2514630,conf/icail/PaceS13
open,ICAIL,1989,determinacy-frontier,A Specialized Expert System for Judicial Decision Support,V. P. Pethe; C. P. Rippey; Laxmikant V. Kalé,https://dl.acm.org/doi/pdf/10.1145/74014.74038,10.1145/74014.74038,conf/icail/PetheRK89
open,ICAIL,2025,intro,ALEXChat: a Generative - Symbolic Approach to Legal eXplainability,Marco Billi; Alessandro Parenti; Giuseppe Pisano; Marco Sanchi,https://doi.org/10.1145/3769126.3769234,10.1145/3769126.3769234,conf/icail/BilliPPS25
open,ICAIL,1987,intro,Esplex: A Rule and Conceptual Model for Representing Statutes,Carlo Biagioli; Paola Mariani; Daniela Tiscornia,https://dl.acm.org/doi/pdf/10.1145/41735.41762,10.1145/41735.41762,conf/icail/BiagioliMT87
open,ICAIL,1987,intro,System = Program + Users + Law,Naftaly H. Minsky; David Rozenshtein,https://dl.acm.org/doi/pdf/10.1145/41735.41755,10.1145/41735.41755,conf/icail/MinskyR87
open,ICAIL,1991,intro,An expert system for the application of import and export regulations,G. Van Nevel; F. Balfroid; R. Venken,https://dl.acm.org/doi/pdf/10.1145/112646.112681,10.1145/112646.112681,conf/icail/NevelBV91
open,ICAIL,2025,bounded-deontics,Intents in Actions,Joseph Y. Halpern; Meir Friedenberg,https://doi.org/10.1145/3769126.3769203,10.1145/3769126.3769203,conf/icail/HalpernF25
open,ICAIL,2025,determinacy-frontier|intro,A Demonstration of a Semi-Structured Legal Reasoning Framework,Hannes Westermann,https://dl.acm.org/doi/pdf/10.1145/3769126.3769196?download=true,10.1145/3769126.3769196,conf/icail/Westermann25
open,JURIX,2020,bounded-deontics,Free Choice Permission in Defeasible Deontic Logic,Guido Governatori; Antonino Rotolo,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200853,10.3233/FAIA200853,conf/jurix/GovernatoriR20
open,JURIX,2022,bounded-deontics,Stable Normative Explanations,Guido Governatori; Francesco Olivieri; Antonino Rotolo; Matteo Cristani,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220447,10.3233/FAIA220447,conf/jurix/GovernatoriORC22
open,JURIX,2016,determinacy-frontier,Interpretation Across Legal Systems,Alessandra Malerba; Antonino Rotolo; Guido Governatori,http://hdl.handle.net/11585/602591,10.3233/978-1-61499-726-9-83,conf/jurix/MalerbaRG16
open,JURIX,2014,determinacy-frontier,Argumentation Schemes for Statutory Interpretation: A Logical Analysis,Giovanni Sartor; Doug Walton; Fabrizio Macagno; Antonino Rotolo,https://scholar.uwindsor.ca/cgi/viewcontent.cgi?article=1032&context=crrarpub,10.3233/978-1-61499-468-8-11,conf/jurix/SartorWMR14
open,JURIX,2019,bounded-deontics,Deontic Closure and Conflict in Legal Reasoning,Guido Governatori; Robert Mullins,https://doi.org/10.3233/faia190322,10.3233/FAIA190322,conf/jurix/GovernatoriM19
open,JURIX,2019,bounded-deontics,A Computational Model for Pragmatic Oddity,Guido Governatori; Antonino Rotolo,https://doi.org/10.3233/faia190323,10.3233/FAIA190323,conf/jurix/GovernatoriR19a
open,JURIX,2018,intro,Legal Representation and Reasoning in Practice: A Critical Comparison,Sotiris Batsakis; George Baryannis; Guido Governatori; Ilias Tachmazidis; Grigoris Antoniou,https://doi.org/10.3233/978-1-61499-935-5-31,10.3233/978-1-61499-935-5-31,conf/jurix/BatsakisBGTA18
open,JURIX,2023,bounded-deontics,Permission in a Kelsenian Perspective,Agata Ciabattoni; Xavier Parent; Giovanni Sartor,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230953,10.3233/FAIA230953,conf/jurix/CiabattoniPS23
open,JURIX,2017,cnl|bounded-deontics,Normative Requirements as Linked Data,Fabien Gandon; Guido Governatori; Serena Villata,https://doi.org/10.3233/978-1-61499-838-9-1,10.3233/978-1-61499-838-9-1,conf/jurix/GandonGV17
open,JURIX,2020,bounded-deontics|fm-in-law,Traffic Rules Encoding Using Defeasible Deontic Logic,Hanif Bhuiyan; Guido Governatori; Andy Bond; Sébastien Demmel; Mohammad Badiul Islam; Andry Rakotonirainy,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200844,10.3233/FAIA200844,conf/jurix/BhuiyanGBDIR20
open,JURIX,2022,determinacy-frontier,A Hybrid Model of Argument Concerning Preferences Between Statutory Interpretation Canons,Michal Araszkiewicz,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220443,10.3233/FAIA220443,conf/jurix/Araszkiewicz22
open,JURIX,2023,intro|bounded-deontics,Deontics and Time in Contracts: An Executable Semantics for the L4 DSL,Seng Joe Watt; Oliver R. Goodenough; Meng Weng Wong,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230954,10.3233/FAIA230954,conf/jurix/WattGW23
open,JURIX,2021,bounded-deontics,A Kelsenian Deontic Logic,Agata Ciabattoni; Xavier Parent; Giovanni Sartor,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210330,10.3233/FAIA210330,conf/jurix/CiabattoniPS21
open,JURIX,2019,bounded-deontics|fm-in-law,Legal Compliance in a Linked Open Data Framework,Enrico Francesconi; Guido Governatori,https://doi.org/10.3233/faia190321,10.3233/FAIA190321,conf/jurix/FrancesconiG19
open,JURIX,2017,cnl,On Annotation of the Textual Contents of Scottish Legal Instruments,Adam Z. Wyner; Fraser Gough; François Lévy; Matt Lynch; Adeline Nazarenko,https://doi.org/10.3233/978-1-61499-838-9-101,10.3233/978-1-61499-838-9-101,conf/jurix/WynerGLLN17
open,JURIX,2018,bounded-deontics|intro,On Observing Contracts: Deontic Contracts Meet Smart Contracts,Shaun Azzopardi; Gordon J. Pace; Fernando Schapachnik,https://doi.org/10.3233/978-1-61499-935-5-21,10.3233/978-1-61499-935-5-21,conf/jurix/AzzopardiPS18
open,JURIX,2018,bounded-deontics|intro,Modelling Legal Knowledge for GDPR Compliance Checking,Monica Palmirani; Guido Governatori,https://doi.org/10.3233/978-1-61499-935-5-101,10.3233/978-1-61499-935-5-101,conf/jurix/PalmiraniG18
open,JURIX,2012,intro|fm-in-law,An Empirical Approach to the Semantic Representation of Laws,Adam Z. Wyner; Johan Bos; Valerio Basile; Paulo Quaresma,http://hdl.handle.net/2318/1698231,10.3233/978-1-61499-167-0-177,conf/jurix/WynerBBQ12
open,JURIX,2024,bounded-deontics|determinacy-frontier,Modeling Judicial Discretion with Nuanced Permissions,Josephine Dik; Réka Markovich,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241233,10.3233/FAIA241233,conf/jurix/DikM24
open,JURIX,2022,bounded-deontics|fm-in-law,An Automata-Based Formalism for Normative Documents with Real-Time,Stefan Chircop; Gordon J. Pace; Gerardo Schneider,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220460,10.3233/FAIA220460,conf/jurix/ChircopPS22
open,JURIX,2019,intro,Renvoi in Private International Law: A Formalization with Modal Contexts,Matteo Baldoni; Laura Giordano; Ken Satoh,https://doi.org/10.3233/faia190318,10.3233/FAIA190318,conf/jurix/Baldoni0S19
open,JURIX,2019,bounded-deontics|intro,Defeasible Systems in Legal Reasoning: A Comparative Assessment,Roberta Calegari; Giuseppe Contissa; Francesca Lagioia; Andrea Omicini; Giovanni Sartor,https://doi.org/10.3233/faia190320,10.3233/FAIA190320,conf/jurix/CalegariCLOS19
open,JURIX,2017,determinacy-frontier,Balancing with Thresholds,Michal Araszkiewicz; Tomasz Zurek,https://doi.org/10.3233/978-1-61499-838-9-107,10.3233/978-1-61499-838-9-107,conf/jurix/AraszkiewiczZ17
open,JURIX,2013,determinacy-frontier,Towards Systematic Research on Statutory Interpretation in AI and Law,Michal Araszkiewicz,http://ruj.uj.edu.pl/xmlui/handle/item/13067,10.3233/978-1-61499-359-9-15,conf/jurix/Araszkiewicz13
open,JURIX,2024,bounded-deontics,Norm Compliance in Reinforcement Learning Agents via Restraining Bolts,Emery A. Neufeld; Agata Ciabattoni; Radu Florin Tulcan,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241239,10.3233/FAIA241239,conf/jurix/NeufeldCT24
open,JURIX,2018,bounded-deontics|cnl,Legal Ontology for Modelling GDPR Concepts and Norms,Monica Palmirani; Michele Martoni; Arianna Rossi; Cesare Bartolini; Livio Robaldo,https://doi.org/10.3233/978-1-61499-935-5-91,10.3233/978-1-61499-935-5-91,conf/jurix/PalmiraniMRBR18
open,JURIX,2015,bounded-deontics|intro,Conditional Permissions in Contracts,Gordon J. Pace; Fernando Schapachnik; Gerardo Schneider,https://www.um.edu.mt/library/oar//handle/123456789/27636,10.3233/978-1-61499-609-5-61,conf/jurix/PaceSS15
open,JURIX,2021,bounded-deontics,Timed Dyadic Deontic Logic,Karam Younes Kharraz; Martin Leucker; Gerardo Schneider,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210336,10.3233/FAIA210336,conf/jurix/KharrazLS21
open,JURIX,2024,bounded-deontics,A Logical Framework for Weak Permissions in Criminal Procedure,Guido Governatori; Antonino Rotolo,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241273,10.3233/FAIA241273,conf/jurix/GovernatoriR24
open,JURIX,2025,bounded-deontics,Plans and Diversions EA,Galileo Sartor; Guido Governatori; Giuseppe Pisano; Antonino Rotolo; Adam Wyner,https://doi.org/10.3233/faia251629,10.3233/FAIA251629,conf/jurix/SartorGPR025
open,JURIX,2014,intro,On the Interactional Meaning of Fundamental Legal Concepts,Giovanni Sileno; Alexander Boer; Tom M. van Engers,https://pure.uva.nl/ws/files/38829899/154586_JURIX2014.pdf,10.3233/978-1-61499-468-8-39,conf/jurix/SilenoBE14
open,JURIX,2025,determinacy-frontier,Precedent as Interpretive Resource: A Case Frame Analysis of Statutory Reasoning,Michal Araszkiewicz,https://doi.org/10.3233/faia251572,10.3233/FAIA251572,conf/jurix/Araszkiewicz25
open,JURIX,2025,intro|bounded-deontics,Validity Diagrams,Diogo Sasdelli; Bianca Steffes,https://doi.org/10.3233/faia251587,10.3233/FAIA251587,conf/jurix/SasdelliS25
open,JURIX,2020,bounded-deontics|intro|fm-in-law,A General Theory of Contract Conflicts with Environmental Constraints,Gordon J. Pace,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200852,10.3233/FAIA200852,conf/jurix/Pace20
open,JURIX,2023,bounded-deontics,Arguing About Choosing a Normative System: Conflict of Laws,Kees van Berkel; Réka Markovich; Christian Straßer; Leendert van der Torre,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230947,10.3233/FAIA230947,conf/jurix/0002MST23
open,JURIX,2014,bounded-deontics|intro,Contract Automata with Reparations,Shaun Azzopardi; Gordon J. Pace; Fernando Schapachnik,https://www.um.edu.mt/library/oar/bitstream/123456789/24153/1/jurix2014.pdf,10.3233/978-1-61499-468-8-49,conf/jurix/AzzopardiPS14
open,JURIX,2022,intro|cnl,An End-to-End Pipeline from Law Text to Logical Formulas,Aarne Ranta; Inari Listenmaa; Jerrold Soh; Meng Weng Wong,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220473,10.3233/FAIA220473,conf/jurix/RantaLSW22
